Baker Name,Baker Age,Baker Occupation,Hometown,Episode,Series.x,Signature Bake,Show Stopper,result,Baker,Series.y,series,episode,technical
Nancy Birtwhistle,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",9,5,Coffee and Chocolate BaklavaBreakfast Baklava,Raspberry NonnettesLime and Passion Fruit Entremets,IN,Nancy,5,5,8,3
Nancy Birtwhistle,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",9,5,Coffee and Chocolate BaklavaBreakfast Baklava,Raspberry NonnettesLime and Passion Fruit Entremets,IN,Nancy,5,5,9,3
Nancy Birtwhistle,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",9,5,Coffee and Chocolate BaklavaBreakfast Baklava,Raspberry NonnettesLime and Passion Fruit Entremets,WINNER,Nancy,5,5,10,1
Richard Burr,38,Builder,"Mill Hill, London",9,5,Rose and Pistachio BaklavaWalnut and Almond Baklava,Hazelnut Mocha EntremetsPink Grapefruit Entremets,IN,Richard,5,5,1,10
Richard Burr,38,Builder,"Mill Hill, London",9,5,Rose and Pistachio BaklavaWalnut and Almond Baklava,Hazelnut Mocha EntremetsPink Grapefruit Entremets,STAR BAKER,Richard,5,5,2,1
Richard Burr,38,Builder,"Mill Hill, London",9,5,Rose and Pistachio BaklavaWalnut and Almond Baklava,Hazelnut Mocha EntremetsPink Grapefruit Entremets,IN,Richard,5,5,3,6
Richard Burr,38,Builder,"Mill Hill, London",9,5,Rose and Pistachio BaklavaWalnut and Almond Baklava,Hazelnut Mocha EntremetsPink Grapefruit Entremets,STAR BAKER,Richard,5,5,4,5
Richard Burr,38,Builder,"Mill Hill, London",9,5,Rose and Pistachio BaklavaWalnut and Almond Baklava,Hazelnut Mocha EntremetsPink Grapefruit Entremets,IN,Richard,5,5,5,7
Richard Burr,38,Builder,"Mill Hill, London",9,5,Rose and Pistachio BaklavaWalnut and Almond Baklava,Hazelnut Mocha EntremetsPink Grapefruit Entremets,IN,Richard,5,5,6,5
Richard Burr,38,Builder,"Mill Hill, London",9,5,Rose and Pistachio BaklavaWalnut and Almond Baklava,Hazelnut Mocha EntremetsPink Grapefruit Entremets,STAR BAKER,Richard,5,5,7,1
Richard Burr,38,Builder,"Mill Hill, London",9,5,Rose and Pistachio BaklavaWalnut and Almond Baklava,Hazelnut Mocha EntremetsPink Grapefruit Entremets,STAR BAKER,Richard,5,5,8,4
Richard Burr,38,Builder,"Mill Hill, London",9,5,Rose and Pistachio BaklavaWalnut and Almond Baklava,Hazelnut Mocha EntremetsPink Grapefruit Entremets,STAR BAKER,Richard,5,5,9,2
Richard Burr,38,Builder,"Mill Hill, London",9,5,Rose and Pistachio BaklavaWalnut and Almond Baklava,Hazelnut Mocha EntremetsPink Grapefruit Entremets,Runner-up,Richard,5,5,10,3
Luis Troyano,42,Graphic Designer,"Poynton, Cheshire",10,5,"Apple, Walnut, Raisin and Cheshire Cheese ChaussonsPain au Chocolat Blanc with Raspberries and Cream Cheese",Village in Chocolate,IN,Luis,5,5,1,7
Luis Troyano,42,Graphic Designer,"Poynton, Cheshire",10,5,"Apple, Walnut, Raisin and Cheshire Cheese ChaussonsPain au Chocolat Blanc with Raspberries and Cream Cheese",Village in Chocolate,IN,Luis,5,5,2,3
Luis Troyano,42,Graphic Designer,"Poynton, Cheshire",10,5,"Apple, Walnut, Raisin and Cheshire Cheese ChaussonsPain au Chocolat Blanc with Raspberries and Cream Cheese",Village in Chocolate,STAR BAKER,Luis,5,5,3,2
Luis Troyano,42,Graphic Designer,"Poynton, Cheshire",10,5,"Apple, Walnut, Raisin and Cheshire Cheese ChaussonsPain au Chocolat Blanc with Raspberries and Cream Cheese",Village in Chocolate,IN,Luis,5,5,4,2
Luis Troyano,42,Graphic Designer,"Poynton, Cheshire",10,5,"Apple, Walnut, Raisin and Cheshire Cheese ChaussonsPain au Chocolat Blanc with Raspberries and Cream Cheese",Village in Chocolate,IN,Luis,5,5,5,6
Luis Troyano,42,Graphic Designer,"Poynton, Cheshire",10,5,"Apple, Walnut, Raisin and Cheshire Cheese ChaussonsPain au Chocolat Blanc with Raspberries and Cream Cheese",Village in Chocolate,IN,Luis,5,5,6,3
Luis Troyano,42,Graphic Designer,"Poynton, Cheshire",10,5,"Apple, Walnut, Raisin and Cheshire Cheese ChaussonsPain au Chocolat Blanc with Raspberries and Cream Cheese",Village in Chocolate,IN,Luis,5,5,7,5
Luis Troyano,42,Graphic Designer,"Poynton, Cheshire",10,5,"Apple, Walnut, Raisin and Cheshire Cheese ChaussonsPain au Chocolat Blanc with Raspberries and Cream Cheese",Village in Chocolate,IN,Luis,5,5,8,2
Luis Troyano,42,Graphic Designer,"Poynton, Cheshire",10,5,"Apple, Walnut, Raisin and Cheshire Cheese ChaussonsPain au Chocolat Blanc with Raspberries and Cream Cheese",Village in Chocolate,IN,Luis,5,5,9,1
Luis Troyano,42,Graphic Designer,"Poynton, Cheshire",10,5,"Apple, Walnut, Raisin and Cheshire Cheese ChaussonsPain au Chocolat Blanc with Raspberries and Cream Cheese",Village in Chocolate,Runner-up,Luis,5,5,10,2
Nancy Birtwhistle,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",10,5,Apple and Lemon KitesRaspberry and Almond Croissants,Red Windmill,STAR BAKER,Nancy,5,5,1,1
Nancy Birtwhistle,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",10,5,Apple and Lemon KitesRaspberry and Almond Croissants,Red Windmill,IN,Nancy,5,5,2,2
Nancy Birtwhistle,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",10,5,Apple and Lemon KitesRaspberry and Almond Croissants,Red Windmill,IN,Nancy,5,5,3,5
Nancy Birtwhistle,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",10,5,Apple and Lemon KitesRaspberry and Almond Croissants,Red Windmill,IN,Nancy,5,5,4,4
Nancy Birtwhistle,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",10,5,Apple and Lemon KitesRaspberry and Almond Croissants,Red Windmill,IN,Nancy,5,5,5,4
Nancy Birtwhistle,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",10,5,Apple and Lemon KitesRaspberry and Almond Croissants,Red Windmill,IN,Nancy,5,5,6,1
Nancy Birtwhistle,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",10,5,Apple and Lemon KitesRaspberry and Almond Croissants,Red Windmill,IN,Nancy,5,5,7,2
Nancy Birtwhistle,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",10,5,Apple and Lemon KitesRaspberry and Almond Croissants,Red Windmill,IN,Nancy,5,5,8,3
Nancy Birtwhistle,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",10,5,Apple and Lemon KitesRaspberry and Almond Croissants,Red Windmill,IN,Nancy,5,5,9,3
Nancy Birtwhistle,60,Retired Practice Manager,"Barton-upon-Humber, Lincolnshire",10,5,Apple and Lemon KitesRaspberry and Almond Croissants,Red Windmill,WINNER,Nancy,5,5,10,1
Richard Burr,38,Builder,"Mill Hill, London",10,5,Pear Pain au ChocolatPain Au Lait,Mill on the Hill,IN,Richard,5,5,1,10
Richard Burr,38,Builder,"Mill Hill, London",10,5,Pear Pain au ChocolatPain Au Lait,Mill on the Hill,STAR BAKER,Richard,5,5,2,1
Richard Burr,38,Builder,"Mill Hill, London",10,5,Pear Pain au ChocolatPain Au Lait,Mill on the Hill,IN,Richard,5,5,3,6
Richard Burr,38,Builder,"Mill Hill, London",10,5,Pear Pain au ChocolatPain Au Lait,Mill on the Hill,STAR BAKER,Richard,5,5,4,5
Richard Burr,38,Builder,"Mill Hill, London",10,5,Pear Pain au ChocolatPain Au Lait,Mill on the Hill,IN,Richard,5,5,5,7
Richard Burr,38,Builder,"Mill Hill, London",10,5,Pear Pain au ChocolatPain Au Lait,Mill on the Hill,IN,Richard,5,5,6,5
Richard Burr,38,Builder,"Mill Hill, London",10,5,Pear Pain au ChocolatPain Au Lait,Mill on the Hill,STAR BAKER,Richard,5,5,7,1
Richard Burr,38,Builder,"Mill Hill, London",10,5,Pear Pain au ChocolatPain Au Lait,Mill on the Hill,STAR BAKER,Richard,5,5,8,4
Richard Burr,38,Builder,"Mill Hill, London",10,5,Pear Pain au ChocolatPain Au Lait,Mill on the Hill,STAR BAKER,Richard,5,5,9,2
Richard Burr,38,Builder,"Mill Hill, London",10,5,Pear Pain au ChocolatPain Au Lait,Mill on the Hill,Runner-up,Richard,5,5,10,3
Alvin Magallanes,37,Nurse,"Bracknell, Berkshire",1,6,Orange Vanilla and Fig Madeira Cake,Black Forest Gâteau,IN,Alvin,6,6,1,2
Alvin Magallanes,37,Nurse,"Bracknell, Berkshire",1,6,Orange Vanilla and Fig Madeira Cake,Black Forest Gâteau,IN,Alvin,6,6,2,6
Alvin Magallanes,37,Nurse,"Bracknell, Berkshire",1,6,Orange Vanilla and Fig Madeira Cake,Black Forest Gâteau,IN,Alvin,6,6,3,4
Alvin Magallanes,37,Nurse,"Bracknell, Berkshire",1,6,Orange Vanilla and Fig Madeira Cake,Black Forest Gâteau,IN,Alvin,6,6,4,9
Alvin Magallanes,37,Nurse,"Bracknell, Berkshire",1,6,Orange Vanilla and Fig Madeira Cake,Black Forest Gâteau,IN,Alvin,6,6,5,8
Alvin Magallanes,37,Nurse,"Bracknell, Berkshire",1,6,Orange Vanilla and Fig Madeira Cake,Black Forest Gâteau,OUT,Alvin,6,6,6,6
Alvin Magallanes,37,Nurse,"Bracknell, Berkshire",1,6,Orange Vanilla and Fig Madeira Cake,Black Forest Gâteau,NA,Alvin,6,6,7,NA
Alvin Magallanes,37,Nurse,"Bracknell, Berkshire",1,6,Orange Vanilla and Fig Madeira Cake,Black Forest Gâteau,NA,Alvin,6,6,8,NA
Alvin Magallanes,37,Nurse,"Bracknell, Berkshire",1,6,Orange Vanilla and Fig Madeira Cake,Black Forest Gâteau,NA,Alvin,6,6,9,NA
Alvin Magallanes,37,Nurse,"Bracknell, Berkshire",1,6,Orange Vanilla and Fig Madeira Cake,Black Forest Gâteau,NA,Alvin,6,6,10,NA
Dorret Conway,53,Accountant,"Penwortham, Lancashire",1,6,Madeira Cake with Candied Lemons,Enchanted Forest Gâteau,IN,Dorret,6,6,1,5
Dorret Conway,53,Accountant,"Penwortham, Lancashire",1,6,Madeira Cake with Candied Lemons,Enchanted Forest Gâteau,IN,Dorret,6,6,2,1
Dorret Conway,53,Accountant,"Penwortham, Lancashire",1,6,Madeira Cake with Candied Lemons,Enchanted Forest Gâteau,OUT,Dorret,6,6,3,6
Dorret Conway,53,Accountant,"Penwortham, Lancashire",1,6,Madeira Cake with Candied Lemons,Enchanted Forest Gâteau,NA,Dorret,6,6,4,NA
Dorret Conway,53,Accountant,"Penwortham, Lancashire",1,6,Madeira Cake with Candied Lemons,Enchanted Forest Gâteau,NA,Dorret,6,6,5,NA
Dorret Conway,53,Accountant,"Penwortham, Lancashire",1,6,Madeira Cake with Candied Lemons,Enchanted Forest Gâteau,NA,Dorret,6,6,6,NA
Dorret Conway,53,Accountant,"Penwortham, Lancashire",1,6,Madeira Cake with Candied Lemons,Enchanted Forest Gâteau,NA,Dorret,6,6,7,NA
Dorret Conway,53,Accountant,"Penwortham, Lancashire",1,6,Madeira Cake with Candied Lemons,Enchanted Forest Gâteau,NA,Dorret,6,6,8,NA
Dorret Conway,53,Accountant,"Penwortham, Lancashire",1,6,Madeira Cake with Candied Lemons,Enchanted Forest Gâteau,NA,Dorret,6,6,9,NA
Dorret Conway,53,Accountant,"Penwortham, Lancashire",1,6,Madeira Cake with Candied Lemons,Enchanted Forest Gâteau,NA,Dorret,6,6,10,NA
Flora Shedden,19,Art gallery assistant,"Dunkeld, Perth and Kinross",1,6,Blood Orange Madeira Cake,Black Forest Gâteau,IN,Flora,6,6,1,6
Flora Shedden,19,Art gallery assistant,"Dunkeld, Perth and Kinross",1,6,Blood Orange Madeira Cake,Black Forest Gâteau,IN,Flora,6,6,2,2
Flora Shedden,19,Art gallery assistant,"Dunkeld, Perth and Kinross",1,6,Blood Orange Madeira Cake,Black Forest Gâteau,IN,Flora,6,6,3,2
Flora Shedden,19,Art gallery assistant,"Dunkeld, Perth and Kinross",1,6,Blood Orange Madeira Cake,Black Forest Gâteau,IN,Flora,6,6,4,3
Flora Shedden,19,Art gallery assistant,"Dunkeld, Perth and Kinross",1,6,Blood Orange Madeira Cake,Black Forest Gâteau,IN,Flora,6,6,5,3
Flora Shedden,19,Art gallery assistant,"Dunkeld, Perth and Kinross",1,6,Blood Orange Madeira Cake,Black Forest Gâteau,IN,Flora,6,6,6,2
Flora Shedden,19,Art gallery assistant,"Dunkeld, Perth and Kinross",1,6,Blood Orange Madeira Cake,Black Forest Gâteau,IN,Flora,6,6,7,4
Flora Shedden,19,Art gallery assistant,"Dunkeld, Perth and Kinross",1,6,Blood Orange Madeira Cake,Black Forest Gâteau,IN,Flora,6,6,8,3
Flora Shedden,19,Art gallery assistant,"Dunkeld, Perth and Kinross",1,6,Blood Orange Madeira Cake,Black Forest Gâteau,OUT,Flora,6,6,9,1
Flora Shedden,19,Art gallery assistant,"Dunkeld, Perth and Kinross",1,6,Blood Orange Madeira Cake,Black Forest Gâteau,NA,Flora,6,6,10,NA
Ian Cumming,41,Travel photographer,"Great Wilbraham, Cambridgeshire",1,6,Somewhere West of Madeira Cake,Black Forest Cherry Tree,IN,Ian,6,2,1,10
Ian Cumming,41,Travel photographer,"Great Wilbraham, Cambridgeshire",1,6,Somewhere West of Madeira Cake,Black Forest Cherry Tree,IN,Ian,6,2,2,2
Ian Cumming,41,Travel photographer,"Great Wilbraham, Cambridgeshire",1,6,Somewhere West of Madeira Cake,Black Forest Cherry Tree,OUT,Ian,6,2,3,10
Ian Cumming,41,Travel photographer,"Great Wilbraham, Cambridgeshire",1,6,Somewhere West of Madeira Cake,Black Forest Cherry Tree,NA,Ian,6,2,4,NA
Ian Cumming,41,Travel photographer,"Great Wilbraham, Cambridgeshire",1,6,Somewhere West of Madeira Cake,Black Forest Cherry Tree,NA,Ian,6,2,5,NA
Ian Cumming,41,Travel photographer,"Great Wilbraham, Cambridgeshire",1,6,Somewhere West of Madeira Cake,Black Forest Cherry Tree,NA,Ian,6,2,6,NA
Ian Cumming,41,Travel photographer,"Great Wilbraham, Cambridgeshire",1,6,Somewhere West of Madeira Cake,Black Forest Cherry Tree,NA,Ian,6,2,7,NA
Ian Cumming,41,Travel photographer,"Great Wilbraham, Cambridgeshire",1,6,Somewhere West of Madeira Cake,Black Forest Cherry Tree,NA,Ian,6,2,8,NA
Ian Cumming,41,Travel photographer,"Great Wilbraham, Cambridgeshire",1,6,Somewhere West of Madeira Cake,Black Forest Cherry Tree,IN,Ian,6,6,1,8
Ian Cumming,41,Travel photographer,"Great Wilbraham, Cambridgeshire",1,6,Somewhere West of Madeira Cake,Black Forest Cherry Tree,STAR BAKER,Ian,6,6,2,3
Ian Cumming,41,Travel photographer,"Great Wilbraham, Cambridgeshire",1,6,Somewhere West of Madeira Cake,Black Forest Cherry Tree,STAR BAKER,Ian,6,6,3,1
Ian Cumming,41,Travel photographer,"Great Wilbraham, Cambridgeshire",1,6,Somewhere West of Madeira Cake,Black Forest Cherry Tree,STAR BAKER,Ian,6,6,4,4
Ian Cumming,41,Travel photographer,"Great Wilbraham, Cambridgeshire",1,6,Somewhere West of Madeira Cake,Black Forest Cherry Tree,IN,Ian,6,6,5,5
Ian Cumming,41,Travel photographer,"Great Wilbraham, Cambridgeshire",1,6,Somewhere West of Madeira Cake,Black Forest Cherry Tree,IN,Ian,6,6,6,3
Ian Cumming,41,Travel photographer,"Great Wilbraham, Cambridgeshire",1,6,Somewhere West of Madeira Cake,Black Forest Cherry Tree,IN,Ian,6,6,7,5
Ian Cumming,41,Travel photographer,"Great Wilbraham, Cambridgeshire",1,6,Somewhere West of Madeira Cake,Black Forest Cherry Tree,IN,Ian,6,6,8,2
Ian Cumming,41,Travel photographer,"Great Wilbraham, Cambridgeshire",1,6,Somewhere West of Madeira Cake,Black Forest Cherry Tree,IN,Ian,6,6,9,3
Ian Cumming,41,Travel photographer,"Great Wilbraham, Cambridgeshire",1,6,Somewhere West of Madeira Cake,Black Forest Cherry Tree,Runner-up,Ian,6,6,10,2
Ian Vallance,40,Fundraiser for English Heritage,"Dunstable, Bedfordshire",1,6,Somewhere West of Madeira Cake,Black Forest Cherry Tree,IN,Ian,2,2,1,10
Ian Vallance,40,Fundraiser for English Heritage,"Dunstable, Bedfordshire",1,6,Somewhere West of Madeira Cake,Black Forest Cherry Tree,IN,Ian,2,2,2,2
Ian Vallance,40,Fundraiser for English Heritage,"Dunstable, Bedfordshire",1,6,Somewhere West of Madeira Cake,Black Forest Cherry Tree,OUT,Ian,2,2,3,10
Ian Vallance,40,Fundraiser for English Heritage,"Dunstable, Bedfordshire",1,6,Somewhere West of Madeira Cake,Black Forest Cherry Tree,NA,Ian,2,2,4,NA
Ian Vallance,40,Fundraiser for English Heritage,"Dunstable, Bedfordshire",1,6,Somewhere West of Madeira Cake,Black Forest Cherry Tree,NA,Ian,2,2,5,NA
Ian Vallance,40,Fundraiser for English Heritage,"Dunstable, Bedfordshire",1,6,Somewhere West of Madeira Cake,Black Forest Cherry Tree,NA,Ian,2,2,6,NA
Ian Vallance,40,Fundraiser for English Heritage,"Dunstable, Bedfordshire",1,6,Somewhere West of Madeira Cake,Black Forest Cherry Tree,NA,Ian,2,2,7,NA
Ian Vallance,40,Fundraiser for English Heritage,"Dunstable, Bedfordshire",1,6,Somewhere West of Madeira Cake,Black Forest Cherry Tree,NA,Ian,2,2,8,NA
Ian Vallance,40,Fundraiser for English Heritage,"Dunstable, Bedfordshire",1,6,Somewhere West of Madeira Cake,Black Forest Cherry Tree,IN,Ian,2,6,1,8
Ian Vallance,40,Fundraiser for English Heritage,"Dunstable, Bedfordshire",1,6,Somewhere West of Madeira Cake,Black Forest Cherry Tree,STAR BAKER,Ian,2,6,2,3
Ian Vallance,40,Fundraiser for English Heritage,"Dunstable, Bedfordshire",1,6,Somewhere West of Madeira Cake,Black Forest Cherry Tree,STAR BAKER,Ian,2,6,3,1
Ian Vallance,40,Fundraiser for English Heritage,"Dunstable, Bedfordshire",1,6,Somewhere West of Madeira Cake,Black Forest Cherry Tree,STAR BAKER,Ian,2,6,4,4
Ian Vallance,40,Fundraiser for English Heritage,"Dunstable, Bedfordshire",1,6,Somewhere West of Madeira Cake,Black Forest Cherry Tree,IN,Ian,2,6,5,5
Ian Vallance,40,Fundraiser for English Heritage,"Dunstable, Bedfordshire",1,6,Somewhere West of Madeira Cake,Black Forest Cherry Tree,IN,Ian,2,6,6,3
Ian Vallance,40,Fundraiser for English Heritage,"Dunstable, Bedfordshire",1,6,Somewhere West of Madeira Cake,Black Forest Cherry Tree,IN,Ian,2,6,7,5
Ian Vallance,40,Fundraiser for English Heritage,"Dunstable, Bedfordshire",1,6,Somewhere West of Madeira Cake,Black Forest Cherry Tree,IN,Ian,2,6,8,2
Ian Vallance,40,Fundraiser for English Heritage,"Dunstable, Bedfordshire",1,6,Somewhere West of Madeira Cake,Black Forest Cherry Tree,IN,Ian,2,6,9,3
Ian Vallance,40,Fundraiser for English Heritage,"Dunstable, Bedfordshire",1,6,Somewhere West of Madeira Cake,Black Forest Cherry Tree,Runner-up,Ian,2,6,10,2
Marie Campbell,66,Retired,"Auchterarder, Perthshire",1,6,Zingy Citrus Madeira Cake,A Walk in the Black Forest,STAR BAKER,Marie,6,6,1,3
Marie Campbell,66,Retired,"Auchterarder, Perthshire",1,6,Zingy Citrus Madeira Cake,A Walk in the Black Forest,OUT,Marie,6,6,2,11
Marie Campbell,66,Retired,"Auchterarder, Perthshire",1,6,Zingy Citrus Madeira Cake,A Walk in the Black Forest,NA,Marie,6,6,3,NA
Marie Campbell,66,Retired,"Auchterarder, Perthshire",1,6,Zingy Citrus Madeira Cake,A Walk in the Black Forest,NA,Marie,6,6,4,NA
Marie Campbell,66,Retired,"Auchterarder, Perthshire",1,6,Zingy Citrus Madeira Cake,A Walk in the Black Forest,NA,Marie,6,6,5,NA
Marie Campbell,66,Retired,"Auchterarder, Perthshire",1,6,Zingy Citrus Madeira Cake,A Walk in the Black Forest,NA,Marie,6,6,6,NA
Marie Campbell,66,Retired,"Auchterarder, Perthshire",1,6,Zingy Citrus Madeira Cake,A Walk in the Black Forest,NA,Marie,6,6,7,NA
Marie Campbell,66,Retired,"Auchterarder, Perthshire",1,6,Zingy Citrus Madeira Cake,A Walk in the Black Forest,NA,Marie,6,6,8,NA
Marie Campbell,66,Retired,"Auchterarder, Perthshire",1,6,Zingy Citrus Madeira Cake,A Walk in the Black Forest,NA,Marie,6,6,9,NA
Marie Campbell,66,Retired,"Auchterarder, Perthshire",1,6,Zingy Citrus Madeira Cake,A Walk in the Black Forest,NA,Marie,6,6,10,NA
Mat Riley,37,Fire fighter,London,1,6,Gin and Tonic Madeira Cake,Black Forest Gateau,IN,Mat,6,6,1,7
Mat Riley,37,Fire fighter,London,1,6,Gin and Tonic Madeira Cake,Black Forest Gateau,IN,Mat,6,6,2,5
Mat Riley,37,Fire fighter,London,1,6,Gin and Tonic Madeira Cake,Black Forest Gateau,IN,Mat,6,6,3,8
Mat Riley,37,Fire fighter,London,1,6,Gin and Tonic Madeira Cake,Black Forest Gateau,IN,Mat,6,6,4,7
Mat Riley,37,Fire fighter,London,1,6,Gin and Tonic Madeira Cake,Black Forest Gateau,IN,Mat,6,6,5,4
Mat Riley,37,Fire fighter,London,1,6,Gin and Tonic Madeira Cake,Black Forest Gateau,STAR BAKER,Mat,6,6,6,1
Mat Riley,37,Fire fighter,London,1,6,Gin and Tonic Madeira Cake,Black Forest Gateau,OUT,Mat,6,6,7,6
Mat Riley,37,Fire fighter,London,1,6,Gin and Tonic Madeira Cake,Black Forest Gateau,NA,Mat,6,6,8,NA
Mat Riley,37,Fire fighter,London,1,6,Gin and Tonic Madeira Cake,Black Forest Gateau,NA,Mat,6,6,9,NA
Mat Riley,37,Fire fighter,London,1,6,Gin and Tonic Madeira Cake,Black Forest Gateau,NA,Mat,6,6,10,NA
Nadiya Hussain,30,Full-time mother,Leeds / Luton,1,6,Orange and Green Cardamom Madeira Cake,Quadruple Chocolate Black Forest Gâteau,IN,Nadiya,6,6,1,12
Nadiya Hussain,30,Full-time mother,Leeds / Luton,1,6,Orange and Green Cardamom Madeira Cake,Quadruple Chocolate Black Forest Gâteau,IN,Nadiya,6,6,2,9
Nadiya Hussain,30,Full-time mother,Leeds / Luton,1,6,Orange and Green Cardamom Madeira Cake,Quadruple Chocolate Black Forest Gâteau,IN,Nadiya,6,6,3,9
Nadiya Hussain,30,Full-time mother,Leeds / Luton,1,6,Orange and Green Cardamom Madeira Cake,Quadruple Chocolate Black Forest Gâteau,IN,Nadiya,6,6,4,8
Nadiya Hussain,30,Full-time mother,Leeds / Luton,1,6,Orange and Green Cardamom Madeira Cake,Quadruple Chocolate Black Forest Gâteau,STAR BAKER,Nadiya,6,6,5,1
Nadiya Hussain,30,Full-time mother,Leeds / Luton,1,6,Orange and Green Cardamom Madeira Cake,Quadruple Chocolate Black Forest Gâteau,IN,Nadiya,6,6,6,4
Nadiya Hussain,30,Full-time mother,Leeds / Luton,1,6,Orange and Green Cardamom Madeira Cake,Quadruple Chocolate Black Forest Gâteau,IN,Nadiya,6,6,7,1
Nadiya Hussain,30,Full-time mother,Leeds / Luton,1,6,Orange and Green Cardamom Madeira Cake,Quadruple Chocolate Black Forest Gâteau,STAR BAKER,Nadiya,6,6,8,1
Nadiya Hussain,30,Full-time mother,Leeds / Luton,1,6,Orange and Green Cardamom Madeira Cake,Quadruple Chocolate Black Forest Gâteau,STAR BAKER,Nadiya,6,6,9,4
Nadiya Hussain,30,Full-time mother,Leeds / Luton,1,6,Orange and Green Cardamom Madeira Cake,Quadruple Chocolate Black Forest Gâteau,WINNER,Nadiya,6,6,10,1
Paul Jagger,49,Prison governor,"Swansea, Wales",1,6,"Lemon, Ginger and Caraway Seed Madeira Cake",Black Forest Chocolate Creation,IN,Paul,6,6,1,10
Paul Jagger,49,Prison governor,"Swansea, Wales",1,6,"Lemon, Ginger and Caraway Seed Madeira Cake",Black Forest Chocolate Creation,IN,Paul,6,6,2,10
Paul Jagger,49,Prison governor,"Swansea, Wales",1,6,"Lemon, Ginger and Caraway Seed Madeira Cake",Black Forest Chocolate Creation,IN,Paul,6,6,3,10
Paul Jagger,49,Prison governor,"Swansea, Wales",1,6,"Lemon, Ginger and Caraway Seed Madeira Cake",Black Forest Chocolate Creation,IN,Paul,6,6,4,1
Paul Jagger,49,Prison governor,"Swansea, Wales",1,6,"Lemon, Ginger and Caraway Seed Madeira Cake",Black Forest Chocolate Creation,IN,Paul,6,6,5,2
Paul Jagger,49,Prison governor,"Swansea, Wales",1,6,"Lemon, Ginger and Caraway Seed Madeira Cake",Black Forest Chocolate Creation,IN,Paul,6,6,6,5
Paul Jagger,49,Prison governor,"Swansea, Wales",1,6,"Lemon, Ginger and Caraway Seed Madeira Cake",Black Forest Chocolate Creation,IN,Paul,6,6,7,2
Paul Jagger,49,Prison governor,"Swansea, Wales",1,6,"Lemon, Ginger and Caraway Seed Madeira Cake",Black Forest Chocolate Creation,OUT,Paul,6,6,8,5
Paul Jagger,49,Prison governor,"Swansea, Wales",1,6,"Lemon, Ginger and Caraway Seed Madeira Cake",Black Forest Chocolate Creation,NA,Paul,6,6,9,NA
Paul Jagger,49,Prison governor,"Swansea, Wales",1,6,"Lemon, Ginger and Caraway Seed Madeira Cake",Black Forest Chocolate Creation,NA,Paul,6,6,10,NA
Sandy Docherty,49,Child welfare officer,"Yeadon, West Yorkshire",1,6,Madeira Cake with Almond Liqueur and Chopped Apricots,Black Forest Gâteau,IN,Sandy,6,6,1,9
Sandy Docherty,49,Child welfare officer,"Yeadon, West Yorkshire",1,6,Madeira Cake with Almond Liqueur and Chopped Apricots,Black Forest Gâteau,IN,Sandy,6,6,2,4
Sandy Docherty,49,Child welfare officer,"Yeadon, West Yorkshire",1,6,Madeira Cake with Almond Liqueur and Chopped Apricots,Black Forest Gâteau,IN,Sandy,6,6,3,7
Sandy Docherty,49,Child welfare officer,"Yeadon, West Yorkshire",1,6,Madeira Cake with Almond Liqueur and Chopped Apricots,Black Forest Gâteau,OUT,Sandy,6,6,4,6
Sandy Docherty,49,Child welfare officer,"Yeadon, West Yorkshire",1,6,Madeira Cake with Almond Liqueur and Chopped Apricots,Black Forest Gâteau,NA,Sandy,6,6,5,NA
Sandy Docherty,49,Child welfare officer,"Yeadon, West Yorkshire",1,6,Madeira Cake with Almond Liqueur and Chopped Apricots,Black Forest Gâteau,NA,Sandy,6,6,6,NA
Sandy Docherty,49,Child welfare officer,"Yeadon, West Yorkshire",1,6,Madeira Cake with Almond Liqueur and Chopped Apricots,Black Forest Gâteau,NA,Sandy,6,6,7,NA
Sandy Docherty,49,Child welfare officer,"Yeadon, West Yorkshire",1,6,Madeira Cake with Almond Liqueur and Chopped Apricots,Black Forest Gâteau,NA,Sandy,6,6,8,NA
Sandy Docherty,49,Child welfare officer,"Yeadon, West Yorkshire",1,6,Madeira Cake with Almond Liqueur and Chopped Apricots,Black Forest Gâteau,NA,Sandy,6,6,9,NA
Sandy Docherty,49,Child welfare officer,"Yeadon, West Yorkshire",1,6,Madeira Cake with Almond Liqueur and Chopped Apricots,Black Forest Gâteau,NA,Sandy,6,6,10,NA
Stu Henshall,35,Professional musician,"Guildford, Surrey",1,6,Marley Madeira Cake,Purple Forest Gâteau,OUT,Stu,6,6,1,11
Stu Henshall,35,Professional musician,"Guildford, Surrey",1,6,Marley Madeira Cake,Purple Forest Gâteau,NA,Stu,6,6,2,NA
